MAG,Description,GBK,Class,Category,Family
MAG05618,MAG05618_0011,MAG05618_0011.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05619,MAG05619_0002,MAG05619_0002.region001,T3PKS,PKS,FAM_00074
MAG05620,MAG05620_0008,MAG05620_0008.region001,ranthipeptide,RiPP,FAM_00106
MAG05621,MAG05621_0013,MAG05621_0013.region001,ranthipeptide,RiPP,FAM_00118
MAG05622,MAG05622_0013,MAG05622_0013.region001,arylpolyene,PKS,FAM_00019
MAG05622,MAG05622_0034,MAG05622_0034.region001,arylpolyene,PKS,FAM_00017
MAG05624,MAG05624_0001,MAG05624_0001.region001,NRPS-like,NRPS,FAM_00003
MAG05624,MAG05624_0006,MAG05624_0006.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG05624,MAG05624_0023,MAG05624_0023.region001,T3PKS,PKS,FAM_00011
MAG05625,MAG05625_0027,MAG05625_0027.region001,T3PKS,PKS,FAM_00084
MAG05628,MAG05628_0049,MAG05628_0049.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG05630,MAG05630_0001,MAG05630_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG05631,MAG05631_0002,MAG05631_0002.region001,NRPS,NRPS,FAM_00165
MAG05632,MAG05632_0001,MAG05632_0001.region001,T3PKS,PKS,FAM_00075
MAG05633,MAG05633_0295,MAG05633_0295.region001,RiPP-like,RiPP,FAM_00341
MAG05633,MAG05633_0332,MAG05633_0332.region001,NI-siderophore,other,FAM_00408
MAG05633,MAG05633_0649,MAG05633_0649.region001,NRPS-like,NRPS,FAM_00550
MAG05633,MAG05633_1073,MAG05633_1073.region001,NRPS,NRPS,FAM_00397
MAG05637,MAG05637_0001,MAG05637_0001.region001,NRP-metallophore.NRPS.T1PKS,NRPS.PKS,FAM_00239
MAG05637,MAG05637_0007,MAG05637_0007.region001,NRP-metallophore.NRPS,NRPS,FAM_00351
MAG05637,MAG05637_0029,MAG05637_0029.region001,thiopeptide,RiPP,FAM_00341
MAG05637,MAG05637_0035,MAG05637_0035.region001,NI-siderophore,other,FAM_00408
MAG05639,MAG05639_0002,MAG05639_0002.region001,T3PKS,PKS,FAM_00079
MAG05641,MAG05641_0024,MAG05641_0024.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05641,MAG05641_0219,MAG05641_0219.region001,RiPP-like,RiPP,FAM_00171
MAG05642,MAG05642_0013,MAG05642_0013.region001,RiPP-like,RiPP,FAM_00240
MAG05642,MAG05642_0025,MAG05642_0025.region001,RiPP-like,RiPP,FAM_00094
MAG05642,MAG05642_0035,MAG05642_0035.region001,RiPP-like,RiPP,FAM_00097
MAG05642,MAG05642_0116,MAG05642_0116.region001,RiPP-like,RiPP,FAM_00087
MAG05643,MAG05643_0007,MAG05643_0007.region001,RiPP-like,RiPP,FAM_00240
MAG05643,MAG05643_0017,MAG05643_0017.region001,RiPP-like,RiPP,FAM_00094
MAG05643,MAG05643_0037,MAG05643_0037.region001,RiPP-like,RiPP,FAM_00097
MAG05643,MAG05643_0123,MAG05643_0123.region001,RiPP-like,RiPP,FAM_00087
MAG05644,MAG05644_0001,MAG05644_0001.region001,RiPP-like,RiPP,FAM_00169
MAG05644,MAG05644_0019,MAG05644_0019.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05645,MAG05645_0013,MAG05645_0013.region001,RRE-containing,RiPP,FAM_00044
MAG05648,MAG05648_0031,MAG05648_0031.region001,T3PKS,PKS,FAM_00075
MAG05650,MAG05650_0005,MAG05650_0005.region001,T3PKS,PKS,FAM_00079
MAG05651,MAG05651_0002,MAG05651_0002.region001,T3PKS,PKS,FAM_00075
MAG05653,MAG05653_0006,MAG05653_0006.region001,T3PKS,PKS,FAM_00009
MAG05653,MAG05653_0011,MAG05653_0011.region001,NRPS-like,NRPS,FAM_00006
MAG05657,MAG05657_0002,MAG05657_0002.region001,RiPP-like,RiPP,FAM_00375
MAG05658,MAG05658_0043,MAG05658_0043.region001,ranthipeptide,RiPP,FAM_00134
MAG05660,MAG05660_0014,MAG05660_0014.region001,ranthipeptide,RiPP,FAM_00156
MAG05661,MAG05661_0008,MAG05661_0008.region001,RiPP-like,RiPP,FAM_00240
MAG05661,MAG05661_0018,MAG05661_0018.region001,RiPP-like,RiPP,FAM_00088
MAG05661,MAG05661_0063,MAG05661_0063.region001,RiPP-like,RiPP,FAM_00091
MAG05661,MAG05661_0119,MAG05661_0119.region001,RiPP-like,RiPP,FAM_00085
MAG05662,MAG05662_0003,MAG05662_0003.region001,RiPP-like,RiPP,FAM_00194
MAG05662,MAG05662_0003,MAG05662_0003.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05663,MAG05663_0004,MAG05663_0004.region001,ranthipeptide,RiPP,FAM_00125
MAG05664,MAG05664_0018,MAG05664_0018.region001,ranthipeptide,RiPP,FAM_00135
MAG05665,MAG05665_0004,MAG05665_0004.region001,RRE-containing,RiPP,FAM_00044
MAG05667,MAG05667_0011,MAG05667_0011.region001,ranthipeptide,RiPP,FAM_00126
MAG05667,MAG05667_0087,MAG05667_0087.region001,RiPP-like,RiPP,FAM_00007
MAG05668,MAG05668_0001,MAG05668_0001.region001,NRPS-like,NRPS,FAM_00001
MAG05668,MAG05668_0005,MAG05668_0005.region001,T3PKS,PKS,FAM_00011
MAG05670,MAG05670_0008,MAG05670_0008.region001,RRE-containing,RiPP,FAM_00151
MAG05671,MAG05671_0030,MAG05671_0030.region001,ranthipeptide,RiPP,FAM_00155
MAG05672,MAG05672_0007,MAG05672_0007.region001,RRE-containing,RiPP,FAM_00057
MAG05672,MAG05672_0046,MAG05672_0046.region001,resorcinol,other,FAM_00042
MAG05674,MAG05674_0007,MAG05674_0007.region001,RRE-containing,RiPP,FAM_00038
MAG05674,MAG05674_0009,MAG05674_0009.region001,arylpolyene,PKS,FAM_00017
MAG05674,MAG05674_0036,MAG05674_0036.region001,LAP.thiopeptide,RiPP,FAM_00050
MAG05674,MAG05674_0081,MAG05674_0081.region001,arylpolyene,PKS,FAM_00031
MAG05675,MAG05675_0005,MAG05675_0005.region001,ranthipeptide,RiPP,FAM_00112
MAG05675,MAG05675_0018,MAG05675_0018.region001,RaS-RiPP,RiPP,FAM_00226
MAG05676,MAG05676_0047,MAG05676_0047.region001,ranthipeptide,RiPP,FAM_00129
MAG05677,MAG05677_0004,MAG05677_0004.region001,RiPP-like,RiPP,FAM_00182
MAG05677,MAG05677_0013,MAG05677_0013.region001,ranthipeptide,RiPP,FAM_00121
MAG05678,MAG05678_0002,MAG05678_0002.region001,NRPS-like,NRPS,FAM_00001
MAG05678,MAG05678_0004,MAG05678_0004.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG05678,MAG05678_0005,MAG05678_0005.region001,T3PKS,PKS,FAM_00011
MAG05679,MAG05679_0051,MAG05679_0051.region001,arylpolyene,PKS,FAM_00020
MAG05679,MAG05679_0077,MAG05679_0077.region001,resorcinol,other,FAM_00042
MAG05679,MAG05679_0118,MAG05679_0118.region001,RRE-containing,RiPP,FAM_00045
MAG05680,MAG05680_0001,MAG05680_0001.region001,ranthipeptide,RiPP,FAM_00106
MAG05681,MAG05681_0005,MAG05681_0005.region001,T3PKS,PKS,FAM_00084
MAG05682,MAG05682_0005,MAG05682_0005.region001,ranthipeptide,RiPP,FAM_00136
MAG05683,MAG05683_0005,MAG05683_0005.region001,T3PKS,PKS,FAM_00009
MAG05683,MAG05683_0010,MAG05683_0010.region001,NRPS-like,NRPS,FAM_00006
MAG05687,MAG05687_0005,MAG05687_0005.region001,RRE-containing,RiPP,FAM_00034
MAG05687,MAG05687_0006,MAG05687_0006.region001,arylpolyene,PKS,FAM_00046
MAG05688,MAG05688_0033,MAG05688_0033.region001,RiPP-like,RiPP,FAM_00494
MAG05692,MAG05692_0010,MAG05692_0010.region001,ranthipeptide,RiPP,FAM_00125
MAG05693,MAG05693_0001,MAG05693_0001.region001,RiPP-like,RiPP,FAM_00170
MAG05693,MAG05693_0008,MAG05693_0008.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05694,MAG05694_0008,MAG05694_0008.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05694,MAG05694_0106,MAG05694_0106.region001,RiPP-like,RiPP,FAM_00194
MAG05696,MAG05696_0071,MAG05696_0071.region001,T1PKS,PKS,FAM_00204
MAG05696,MAG05696_0083,MAG05696_0083.region001,NAPAA,NRPS,FAM_00398
MAG05696,MAG05696_0091,MAG05696_0091.region001,terpene,terpene,FAM_00455
MAG05696,MAG05696_0284,MAG05696_0284.region001,ectoine,other,FAM_00364
MAG05697,MAG05697_0002,MAG05697_0002.region001,NI-siderophore,other,FAM_00317
MAG05697,MAG05697_0003,MAG05697_0003.region001,T1PKS,PKS,FAM_00200
MAG05697,MAG05697_0003,MAG05697_0003.region002,RiPP-like,RiPP,FAM_00460
MAG05697,MAG05697_0004,MAG05697_0004.region001,terpene,terpene,FAM_00242
MAG05698,MAG05698_0014,MAG05698_0014.region001,RiPP-like,RiPP,FAM_00007
MAG05698,MAG05698_0036,MAG05698_0036.region001,ranthipeptide,RiPP,FAM_00126
MAG05699,MAG05699_0015,MAG05699_0015.region001,RRE-containing,RiPP,FAM_00044
MAG05699,MAG05699_0264,MAG05699_0264.region001,resorcinol,other,FAM_00042
MAG05700,MAG05700_0002,MAG05700_0002.region001,ranthipeptide,RiPP,FAM_00123
MAG05700,MAG05700_0012,MAG05700_0012.region001,lanthipeptide-class-i,RiPP,FAM_00345
MAG05701,MAG05701_0002,MAG05701_0002.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05701,MAG05701_0002,MAG05701_0002.region002,RiPP-like,RiPP,FAM_00194
MAG05702,MAG05702_0001,MAG05702_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG05704,MAG05704_0007,MAG05704_0007.region001,ranthipeptide,RiPP,FAM_00106
MAG05705,MAG05705_0030,MAG05705_0030.region001,ranthipeptide,RiPP,FAM_00133
MAG05706,MAG05706_0004,MAG05706_0004.region001,RRE-containing,RiPP,FAM_00057
MAG05707,MAG05707_0003,MAG05707_0003.region001,RRE-containing,RiPP,FAM_00346
MAG05708,MAG05708_0008,MAG05708_0008.region001,T3PKS,PKS,FAM_00074
MAG05709,MAG05709_0005,MAG05709_0005.region001,NRPS-like,NRPS,FAM_00006
MAG05709,MAG05709_0006,MAG05709_0006.region001,T3PKS,PKS,FAM_00009
MAG05710,MAG05710_0007,MAG05710_0007.region001,ranthipeptide,RiPP,FAM_00152
MAG05711,MAG05711_0006,MAG05711_0006.region001,lanthipeptide-class-i,RiPP,FAM_00287
MAG05713,MAG05713_0001,MAG05713_0001.region001,ranthipeptide,RiPP,FAM_00118
MAG05714,MAG05714_0009,MAG05714_0009.region001,ranthipeptide,RiPP,FAM_00123
MAG05715,MAG05715_0010,MAG05715_0010.region001,hglE-KS,PKS,FAM_00376
MAG05720,MAG05720_0036,MAG05720_0036.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05721,MAG05721_0026,MAG05721_0026.region001,ranthipeptide,RiPP,FAM_00135
MAG05722,MAG05722_0013,MAG05722_0013.region001,NRPS,NRPS,FAM_00234
MAG05724,MAG05724_0001,MAG05724_0001.region001,T3PKS,PKS,FAM_00077
MAG05725,MAG05725_0005,MAG05725_0005.region001,ranthipeptide,RiPP,FAM_00133
MAG05725,MAG05725_0012,MAG05725_0012.region001,RRE-containing,RiPP,FAM_00530
MAG05725,MAG05725_0021,MAG05725_0021.region001,RRE-containing.lanthipeptide-class-ii,RiPP,FAM_00284
MAG05726,MAG05726_0007,MAG05726_0007.region001,RRE-containing,RiPP,FAM_00037
MAG05727,MAG05727_0015,MAG05727_0015.region001,RiPP-like,RiPP,FAM_00240
MAG05727,MAG05727_0016,MAG05727_0016.region001,RiPP-like,RiPP,FAM_00092
MAG05727,MAG05727_0082,MAG05727_0082.region001,RiPP-like,RiPP,FAM_00089
MAG05727,MAG05727_0130,MAG05727_0130.region001,RiPP-like,RiPP,FAM_00093
MAG05727,MAG05727_0186,MAG05727_0186.region001,RiPP-like,RiPP,FAM_00104
MAG05728,MAG05728_0002,MAG05728_0002.region001,resorcinol,other,FAM_00055
MAG05730,MAG05730_0130,MAG05730_0130.region001,ranthipeptide,RiPP,FAM_00133
MAG05731,MAG05731_0021,MAG05731_0021.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05732,MAG05732_0001,MAG05732_0001.region001,T3PKS,PKS,FAM_00011
MAG05732,MAG05732_0013,MAG05732_0013.region001,NRPS-like,NRPS,FAM_00004
MAG05733,MAG05733_0012,MAG05733_0012.region001,NRPS-like,NRPS,FAM_00371
MAG05733,MAG05733_0069,MAG05733_0069.region001,NRPS-like,NRPS,FAM_00459
MAG05737,MAG05737_0013,MAG05737_0013.region001,RRE-containing,RiPP,FAM_00037
MAG05738,MAG05738_0030,MAG05738_0030.region001,ranthipeptide,RiPP,FAM_00117
MAG05738,MAG05738_0057,MAG05738_0057.region001,NRPS,NRPS,FAM_00157
MAG05738,MAG05738_0076,MAG05738_0076.region001,ranthipeptide,RiPP,FAM_00145
MAG05739,MAG05739_0005,MAG05739_0005.region001,lanthipeptide-class-i,RiPP,FAM_00287
MAG05743,MAG05743_0001,MAG05743_0001.region001,T3PKS,PKS,FAM_00011
MAG05743,MAG05743_0002,MAG05743_0002.region001,NRPS-like,NRPS,FAM_00001
MAG05743,MAG05743_0004,MAG05743_0004.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG05744,MAG05744_0014,MAG05744_0014.region001,T3PKS,PKS,FAM_00073
MAG05745,MAG05745_0007,MAG05745_0007.region001,RRE-containing,RiPP,FAM_00034
MAG05745,MAG05745_0029,MAG05745_0029.region001,arylpolyene,PKS,FAM_00020
MAG05746,MAG05746_0003,MAG05746_0003.region001,RiPP-like,RiPP,FAM_00194
MAG05746,MAG05746_0003,MAG05746_0003.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05746,MAG05746_0015,MAG05746_0015.region001,LAP,RiPP,FAM_00197
MAG05747,MAG05747_0003,MAG05747_0003.region001,NRPS,NRPS,FAM_00176
MAG05748,MAG05748_0001,MAG05748_0001.region001,RiPP-like,RiPP,FAM_00169
MAG05748,MAG05748_0010,MAG05748_0010.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05749,MAG05749_0002,MAG05749_0002.region001,betalactone,other,FAM_00490
MAG05749,MAG05749_0007,MAG05749_0007.region001,terpene,terpene,FAM_00445
MAG05752,MAG05752_0025,MAG05752_0025.region001,ranthipeptide,RiPP,FAM_00127
MAG05753,MAG05753_0002,MAG05753_0002.region001,RRE-containing,RiPP,FAM_00044
MAG05754,MAG05754_0003,MAG05754_0003.region001,ranthipeptide,RiPP,FAM_00155
MAG05755,MAG05755_0023,MAG05755_0023.region001,RRE-containing,RiPP,FAM_00045
MAG05757,MAG05757_0002,MAG05757_0002.region001,betalactone,other,FAM_00490
MAG05757,MAG05757_0046,MAG05757_0046.region001,terpene,terpene,FAM_00445
MAG05758,MAG05758_0005,MAG05758_0005.region001,ranthipeptide,RiPP,FAM_00127
MAG05759,MAG05759_0002,MAG05759_0002.region001,ranthipeptide,RiPP,FAM_00155
MAG05760,MAG05760_0002,MAG05760_0002.region001,T3PKS,PKS,FAM_00515
MAG05760,MAG05760_0006,MAG05760_0006.region001,terpene,terpene,FAM_00440
MAG05760,MAG05760_0026,MAG05760_0026.region001,NAPAA,NRPS,FAM_00358
MAG05761,MAG05761_0172,MAG05761_0172.region001,ranthipeptide,RiPP,FAM_00138
MAG05762,MAG05762_0140,MAG05762_0140.region001,ranthipeptide,RiPP,FAM_00118
MAG05763,MAG05763_0014,MAG05763_0014.region001,T3PKS,PKS,FAM_00515
MAG05764,MAG05764_0002,MAG05764_0002.region001,RiPP-like,RiPP,FAM_00240
MAG05764,MAG05764_0036,MAG05764_0036.region001,RiPP-like,RiPP,FAM_00090
MAG05765,MAG05765_0002,MAG05765_0002.region001,RiPP-like,RiPP,FAM_00240
MAG05765,MAG05765_0031,MAG05765_0031.region001,RiPP-like,RiPP,FAM_00097
MAG05765,MAG05765_0105,MAG05765_0105.region001,RiPP-like,RiPP,FAM_00087
MAG05765,MAG05765_0136,MAG05765_0136.region001,RiPP-like,RiPP,FAM_00093
MAG05766,MAG05766_0004,MAG05766_0004.region001,RiPP-like,RiPP,FAM_00240
MAG05766,MAG05766_0050,MAG05766_0050.region001,RiPP-like,RiPP,FAM_00089
MAG05766,MAG05766_0206,MAG05766_0206.region001,RiPP-like,RiPP,FAM_00099
MAG05766,MAG05766_0310,MAG05766_0310.region001,RiPP-like,RiPP,FAM_00094
MAG05767,MAG05767_0003,MAG05767_0003.region001,RiPP-like,RiPP,FAM_00240
MAG05767,MAG05767_0029,MAG05767_0029.region001,RiPP-like,RiPP,FAM_00097
MAG05767,MAG05767_0105,MAG05767_0105.region001,RiPP-like,RiPP,FAM_00087
MAG05767,MAG05767_0135,MAG05767_0135.region001,RiPP-like,RiPP,FAM_00093
MAG05768,MAG05768_0002,MAG05768_0002.region001,RiPP-like,RiPP,FAM_00240
MAG05768,MAG05768_0027,MAG05768_0027.region001,RiPP-like,RiPP,FAM_00097
MAG05768,MAG05768_0107,MAG05768_0107.region001,RiPP-like,RiPP,FAM_00087
MAG05768,MAG05768_0132,MAG05768_0132.region001,RiPP-like,RiPP,FAM_00093
MAG05771,MAG05771_0182,MAG05771_0182.region001,RiPP-like,RiPP,FAM_00091
MAG05771,MAG05771_0252,MAG05771_0252.region001,RiPP-like,RiPP,FAM_00087
MAG05772,MAG05772_0158,MAG05772_0158.region001,NRPS,NRPS,FAM_00149
MAG05773,MAG05773_0001,MAG05773_0001.region001,terpene,terpene,FAM_00440
MAG05773,MAG05773_0004,MAG05773_0004.region001,T3PKS,PKS,FAM_00515
MAG05773,MAG05773_0014,MAG05773_0014.region001,NAPAA,NRPS,FAM_00358
MAG05774,MAG05774_0018,MAG05774_0018.region001,RiPP-like,RiPP,FAM_00272
MAG05774,MAG05774_0020,MAG05774_0020.region001,T3PKS,PKS,FAM_00277
MAG05774,MAG05774_0037,MAG05774_0037.region001,resorcinol,other,FAM_00053
MAG05774,MAG05774_0040,MAG05774_0040.region001,resorcinol,other,FAM_00042
MAG05775,MAG05775_0048,MAG05775_0048.region001,RiPP-like,RiPP,FAM_00089
MAG05775,MAG05775_0129,MAG05775_0129.region001,RiPP-like,RiPP,FAM_00091
MAG05776,MAG05776_0004,MAG05776_0004.region001,RiPP-like,RiPP,FAM_00240
MAG05776,MAG05776_0068,MAG05776_0068.region001,RiPP-like,RiPP,FAM_00091
MAG05776,MAG05776_0110,MAG05776_0110.region001,RiPP-like,RiPP,FAM_00091
MAG05776,MAG05776_0130,MAG05776_0130.region001,RiPP-like,RiPP,FAM_00087
MAG05777,MAG05777_0005,MAG05777_0005.region001,RiPP-like,RiPP,FAM_00169
MAG05777,MAG05777_0005,MAG05777_0005.region002,lanthipeptide-class-ii,RiPP,FAM_00174
MAG05777,MAG05777_0018,MAG05777_0018.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05779,MAG05779_0001,MAG05779_0001.region001,RiPP-like,RiPP,FAM_00240
MAG05779,MAG05779_0008,MAG05779_0008.region001,RiPP-like,RiPP,FAM_00089
MAG05779,MAG05779_0066,MAG05779_0066.region001,RiPP-like,RiPP,FAM_00087
MAG05780,MAG05780_0085,MAG05780_0085.region001,RiPP-like,RiPP,FAM_00104
MAG05781,MAG05781_0001,MAG05781_0001.region001,RiPP-like,RiPP,FAM_00240
MAG05781,MAG05781_0030,MAG05781_0030.region001,RiPP-like,RiPP,FAM_00097
MAG05781,MAG05781_0073,MAG05781_0073.region001,RiPP-like,RiPP,FAM_00087
MAG05782,MAG05782_0004,MAG05782_0004.region001,RiPP-like,RiPP,FAM_00240
MAG05782,MAG05782_0108,MAG05782_0108.region001,RiPP-like,RiPP,FAM_00091
MAG05783,MAG05783_0042,MAG05783_0042.region001,RiPP-like,RiPP,FAM_00087
MAG05784,MAG05784_0001,MAG05784_0001.region001,RiPP-like,RiPP,FAM_00240
MAG05784,MAG05784_0142,MAG05784_0142.region001,RiPP-like,RiPP,FAM_00093
MAG05787,MAG05787_0001,MAG05787_0001.region001,LAP.ranthipeptide.thiopeptide,RiPP,FAM_00121
MAG05787,MAG05787_0004,MAG05787_0004.region001,RiPP-like,RiPP,FAM_00182
MAG05787,MAG05787_0004,MAG05787_0004.region002,LAP.thiopeptide,RiPP,FAM_00289
MAG05788,MAG05788_0037,MAG05788_0037.region001,resorcinol,other,FAM_00053
MAG05788,MAG05788_0041,MAG05788_0041.region001,resorcinol,other,FAM_00056
MAG05789,MAG05789_0018,MAG05789_0018.region001,ranthipeptide,RiPP,FAM_00136
MAG05790,MAG05790_0003,MAG05790_0003.region001,RiPP-like,RiPP,FAM_00194
MAG05790,MAG05790_0003,MAG05790_0003.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG05792,MAG05792_0003,MAG05792_0003.region001,NRPS-like,NRPS,FAM_00004
MAG05792,MAG05792_0019,MAG05792_0019.region001,lanthipeptide-class-iv,RiPP,FAM_00252
MAG05792,MAG05792_0021,MAG05792_0021.region001,T3PKS,PKS,FAM_00010
MAG05793,MAG05793_0032,MAG05793_0032.region001,ranthipeptide,RiPP,FAM_00112
MAG05794,MAG05794_0028,MAG05794_0028.region001,ranthipeptide,RiPP,FAM_00128
MAG05794,MAG05794_0030,MAG05794_0030.region001,NRPS-like,NRPS,FAM_00379
MAG05794,MAG05794_0057,MAG05794_0057.region001,RiPP-like,RiPP,FAM_00008
MAG05795,MAG05795_0004,MAG05795_0004.region001,T3PKS,PKS,FAM_00277
MAG05795,MAG05795_0006,MAG05795_0006.region001,LAP,RiPP,FAM_00534
MAG05795,MAG05795_0008,MAG05795_0008.region001,RRE-containing,RiPP,FAM_00534
MAG05795,MAG05795_0026,MAG05795_0026.region001,RiPP-like,RiPP,FAM_00272
MAG05796,MAG05796_0001,MAG05796_0001.region001,RRE-containing,RiPP,FAM_00039
MAG05796,MAG05796_0002,MAG05796_0002.region001,arylpolyene,PKS,FAM_00017
MAG05796,MAG05796_0047,MAG05796_0047.region001,resorcinol,other,FAM_00051
MAG05797,MAG05797_0022,MAG05797_0022.region001,T3PKS,PKS,FAM_00078
MAG05800,MAG05800_0068,MAG05800_0068.region001,ranthipeptide,RiPP,FAM_00109
MAG05802,MAG05802_0046,MAG05802_0046.region001,lanthipeptide-class-i,RiPP,FAM_00345
MAG05802,MAG05802_0052,MAG05802_0052.region001,thiopeptide,RiPP,FAM_00508
MAG05802,MAG05802_0054,MAG05802_0054.region001,ranthipeptide,RiPP,FAM_00123
MAG05803,MAG05803_0011,MAG05803_0011.region001,ranthipeptide,RiPP,FAM_00107
MAG05804,MAG05804_0104,MAG05804_0104.region001,RRE-containing,RiPP,FAM_00048
MAG05805,MAG05805_0044,MAG05805_0044.region001,T3PKS,PKS,FAM_00078
MAG05808,MAG05808_0002,MAG05808_0002.region001,RiPP-like,RiPP,FAM_00169
MAG05808,MAG05808_0017,MAG05808_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05809,MAG05809_0019,MAG05809_0019.region001,ranthipeptide,RiPP,FAM_00135
MAG05810,MAG05810_0008,MAG05810_0008.region001,ranthipeptide,RiPP,FAM_00112
MAG05811,MAG05811_0025,MAG05811_0025.region001,ranthipeptide,RiPP,FAM_00106
MAG05814,MAG05814_0002,MAG05814_0002.region001,arylpolyene,PKS,FAM_00020
MAG05814,MAG05814_0012,MAG05814_0012.region001,RRE-containing,RiPP,FAM_00034
MAG05815,MAG05815_0011,MAG05815_0011.region001,RiPP-like,RiPP,FAM_00169
MAG05817,MAG05817_0005,MAG05817_0005.region001,RiPP-like,RiPP,FAM_00182
MAG05817,MAG05817_0022,MAG05817_0022.region001,ranthipeptide,RiPP,FAM_00121
MAG05817,MAG05817_0043,MAG05817_0043.region001,LAP,RiPP,FAM_00132
MAG05818,MAG05818_0022,MAG05818_0022.region001,ranthipeptide,RiPP,FAM_00146
MAG05819,MAG05819_0020,MAG05819_0020.region001,T3PKS,PKS,FAM_00076
MAG05820,MAG05820_0008,MAG05820_0008.region001,T3PKS,PKS,FAM_00012
MAG05820,MAG05820_0023,MAG05820_0023.region001,NRPS-like,NRPS,FAM_00006
MAG05822,MAG05822_0076,MAG05822_0076.region001,T3PKS,PKS,FAM_00077
MAG05823,MAG05823_0111,MAG05823_0111.region001,RiPP-like,RiPP,FAM_00184
MAG05823,MAG05823_0133,MAG05823_0133.region001,RiPP-like,RiPP,FAM_00169
MAG05826,MAG05826_0007,MAG05826_0007.region001,LAP.thiopeptide,RiPP,FAM_00121
MAG05826,MAG05826_0015,MAG05826_0015.region001,RiPP-like,RiPP,FAM_00183
MAG05826,MAG05826_0025,MAG05826_0025.region001,LAP,RiPP,FAM_00314
MAG05828,MAG05828_0087,MAG05828_0087.region001,lanthipeptide-class-iii,RiPP,FAM_00294
MAG05828,MAG05828_0089,MAG05828_0089.region001,resorcinol,other,FAM_00053
MAG05828,MAG05828_0098,MAG05828_0098.region001,resorcinol,other,FAM_00042
MAG05833,MAG05833_0026,MAG05833_0026.region001,T3PKS,PKS,FAM_00186
MAG05834,MAG05834_0030,MAG05834_0030.region001,RiPP-like,RiPP,FAM_00097
MAG05835,MAG05835_0026,MAG05835_0026.region001,RiPP-like,RiPP,FAM_00097
MAG05835,MAG05835_0111,MAG05835_0111.region001,RiPP-like,RiPP,FAM_00101
MAG05835,MAG05835_0126,MAG05835_0126.region001,RiPP-like,RiPP,FAM_00094
MAG05836,MAG05836_0080,MAG05836_0080.region001,RiPP-like,RiPP,FAM_00324
MAG05837,MAG05837_0004,MAG05837_0004.region001,RiPP-like,RiPP,FAM_00089
MAG05837,MAG05837_0011,MAG05837_0011.region001,RiPP-like,RiPP,FAM_00086
MAG05839,MAG05839_0001,MAG05839_0001.region001,NRPS,NRPS,FAM_00165
MAG05840,MAG05840_0292,MAG05840_0292.region001,RiPP-like,RiPP,FAM_00341
MAG05840,MAG05840_0371,MAG05840_0371.region001,arylpolyene,PKS,FAM_00409
MAG05840,MAG05840_0853,MAG05840_0853.region001,RiPP-like,RiPP,FAM_00342
MAG05841,MAG05841_0007,MAG05841_0007.region001,NRPS,NRPS,FAM_00141
MAG05841,MAG05841_0017,MAG05841_0017.region001,ranthipeptide,RiPP,FAM_00140
MAG05843,MAG05843_0148,MAG05843_0148.region001,lanthipeptide-class-ii,RiPP,FAM_00510
MAG05844,MAG05844_0015,MAG05844_0015.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05845,MAG05845_0002,MAG05845_0002.region001,RiPP-like,RiPP,FAM_00169
MAG05845,MAG05845_0050,MAG05845_0050.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05846,MAG05846_0009,MAG05846_0009.region001,T3PKS,PKS,FAM_00074
MAG05847,MAG05847_0001,MAG05847_0001.region001,RiPP-like,RiPP,FAM_00272
MAG05847,MAG05847_0012,MAG05847_0012.region001,T3PKS,PKS,FAM_00277
MAG05851,MAG05851_0016,MAG05851_0016.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05852,MAG05852_0016,MAG05852_0016.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG05854,MAG05854_0003,MAG05854_0003.region001,RiPP-like,RiPP,FAM_00240
MAG05854,MAG05854_0030,MAG05854_0030.region001,RiPP-like,RiPP,FAM_00097
MAG05854,MAG05854_0058,MAG05854_0058.region001,LAP,RiPP,FAM_00102
MAG05854,MAG05854_0102,MAG05854_0102.region001,RiPP-like,RiPP,FAM_00087
MAG05855,MAG05855_0001,MAG05855_0001.region001,RiPP-like,RiPP,FAM_00240
