sequence,region,type,From_To,most_similar_known_cluster,most_similar_known_cluster_type,similarity,BGC
MAG08779_0003,3.1,['arylpolyene'],25077_73828,APE Vf,Other,15,BGC0000837
MAG08779_0003,3.1,['arylpolyene'],25077_73828,aryl polyenes,Other,16,BGC0002008
MAG08779_0003,3.1,['arylpolyene'],25077_73828,APE Ec,Other,10,BGC0000836
MAG08779_0021,21.1,['thiopeptide'],1_37291,,,,
MAG08779_0030,30.1,"['LAP', 'thiopeptide']",779_23341,,,,
MAG08779_0033,33.1,['resorcinol'],1_16735,,,,
MAG08779_0057,57.1,['resorcinol'],1_5469,,,,
MAG08781_0535,535.1,['RRE-containing'],1_1238,,,,
MAG08783_0057,57.1,['ranthipeptide'],1_8508,,,,
MAG08783_0061,61.1,['RiPP-like'],49_7940,,,,
MAG08785_0009,9.1,['lanthipeptide-class-ii'],1_16142,,,,
MAG08785_0016,16.1,['RiPP-like'],22328_34547,,,,
MAG08787_0005,5.1,['RRE-containing'],1_13386,,,,
MAG08789_0046,46.1,['ranthipeptide'],1_10398,,,,
MAG08791_0003,3.1,['ranthipeptide'],58772_80172,,,,
MAG08793_0002,2.1,['RaS-RiPP'],88664_113889,,,,
MAG08793_0024,24.1,['ranthipeptide'],1_10788,,,,
MAG08794_0012,12.1,['ranthipeptide'],12041_24030,,,,
MAG08796_0069,69.1,['terpene'],1_6148,carotenoid,Terpene,25,BGC0000637
MAG08796_0177,177.1,['T1PKS'],1_3845,,,,
MAG08797_0015,15.1,['lanthipeptide-class-iii'],1_10547,,,,
MAG08799_0019,19.1,['ranthipeptide'],4992_20140,,,,
MAG08800_0013,13.1,['T3PKS'],1_19983,,,,
MAG08800_0025,25.1,['NRPS-like'],1_12244,,,,
MAG08802_0120,120.1,['T3PKS'],1_4853,,,,
MAG08803_0001,1.1,['NRPS-like'],1_28976,,,,
MAG08803_0006,6.1,['lanthipeptide-class-iii'],24217_39024,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08803_0016,16.1,['T3PKS'],1_25958,,,,
MAG08804_0001,1.1,['RRE-containing'],124451_144840,,,,
MAG08804_0002,2.1,"['thiopeptide', 'LAP']",23054_49184,,,,
MAG08804_0007,7.1,['arylpolyene'],52098_82360,flexirubin,Other,28,BGC0000839
MAG08804_0007,7.1,['arylpolyene'],52098_82360,flexirubin,Polyketide,13,BGC0000838
MAG08804_0007,7.1,['arylpolyene'],52098_82360,APE Vf,Other,15,BGC0000837
MAG08804_0007,7.1,['arylpolyene'],52098_82360,aryl polyenes,Other,16,BGC0002008
MAG08804_0012,12.1,['resorcinol'],1_25803,,,,
MAG08805_0003,3.1,['ranthipeptide'],58194_78340,,,,
MAG08805_0004,4.1,['RaS-RiPP'],26592_51817,,,,
MAG08808_0003,3.1,['T3PKS'],24377_65777,,,,
MAG08809_0016,16.1,['lanthipeptide-class-ii'],1_12046,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08809_0016,16.1,['lanthipeptide-class-ii'],1_12046,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08809_0016,16.1,['lanthipeptide-class-ii'],1_12046,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08809_0016,16.1,['lanthipeptide-class-ii'],1_12046,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08809_0016,16.1,['lanthipeptide-class-ii'],1_12046,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08809_0017,17.1,['lanthipeptide-class-iii'],1_10549,,,,
MAG08811_0001,1.1,['ranthipeptide'],199904_220050,,,,
MAG08812_0001,1.1,['ranthipeptide'],102003_123415,,,,
MAG08815_0005,5.1,['arylpolyene'],74542_116966,flexirubin,Other,28,BGC0000839
MAG08815_0005,5.1,['arylpolyene'],74542_116966,flexirubin,Polyketide,13,BGC0000838
MAG08815_0005,5.1,['arylpolyene'],74542_116966,APE Vf,Other,15,BGC0000837
MAG08815_0005,5.1,['arylpolyene'],74542_116966,aryl polyenes,Other,16,BGC0002008
MAG08815_0011,11.1,['resorcinol'],5294_45791,,,,
MAG08815_0020,20.1,['RRE-containing'],1_18453,,,,
MAG08816_0017,17.1,['ranthipeptide'],345_19506,,,,
MAG08817_0006,6.1,['lanthipeptide-class-iii'],1_15075,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08817_0007,7.1,['NRPS-like'],1_37256,,,,
MAG08817_0060,60.1,['T3PKS'],1_4073,,,,
MAG08818_0070,70.1,['T3PKS'],1_4886,,,,
MAG08818_0076,76.1,['NRPS-like'],1_4497,,,,
MAG08819_0006,6.1,['ranthipeptide'],13555_35199,,,,
MAG08820_0006,6.1,['RRE-containing'],1_19521,,,,
MAG08820_0033,33.1,['arylpolyene'],529_26431,flexirubin,Other,16,BGC0000839
MAG08820_0033,33.1,['arylpolyene'],529_26431,flexirubin,Polyketide,8,BGC0000838
MAG08821_0001,1.1,['NRPS'],159711_202575,,,,
MAG08822_0014,14.1,['lanthipeptide-class-ii'],1_11813,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08822_0014,14.1,['lanthipeptide-class-ii'],1_11813,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08822_0014,14.1,['lanthipeptide-class-ii'],1_11813,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08822_0014,14.1,['lanthipeptide-class-ii'],1_11813,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08822_0014,14.1,['lanthipeptide-class-ii'],1_11813,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08822_0015,15.1,['lanthipeptide-class-iii'],1_10569,,,,
MAG08823_0012,12.1,['lanthipeptide-class-iii'],1_10546,,,,
MAG08825_0062,62.1,['lanthipeptide-class-iv'],1_4147,,,,
MAG08825_0074,74.1,['T3PKS'],1_3738,,,,
MAG08827_0009,9.1,['T3PKS'],1_37808,,,,
MAG08828_0003,3.1,['ranthipeptide'],17253_38900,,,,
MAG08829_0009,9.1,['ranthipeptide'],1_20051,,,,
MAG08830_0036,36.1,['T3PKS'],1_11572,,,,
MAG08831_0014,14.1,['ranthipeptide'],1_14820,,,,
MAG08832_0001,1.1,['ranthipeptide'],77675_97821,,,,
MAG08832_0002,2.1,['RaS-RiPP'],22650_47876,,,,
MAG08833_0002,2.1,['NRPS-like'],56680_99139,,,,
MAG08833_0005,5.1,['T3PKS'],1_31093,,,,
MAG08833_0006,6.1,['lanthipeptide-class-iii'],1_15107,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08837_0009,9.1,['T3PKS'],1_30017,,,,
MAG08837_0013,13.1,['NRPS-like'],1_32320,,,,
MAG08838_0001,1.1,['arylpolyene'],125112_173861,flexirubin,Other,28,BGC0000839
MAG08838_0001,1.1,['arylpolyene'],125112_173861,flexirubin,Polyketide,13,BGC0000838
MAG08838_0001,1.1,['arylpolyene'],125112_173861,APE Vf,Other,15,BGC0000837
MAG08838_0001,1.1,['arylpolyene'],125112_173861,aryl polyenes,Other,16,BGC0002008
MAG08838_0002,2.1,['RRE-containing'],61146_81535,,,,
MAG08841_0005,5.1,['arylpolyene'],28895_74791,flexirubin,Other,28,BGC0000839
MAG08841_0005,5.1,['arylpolyene'],28895_74791,flexirubin,Polyketide,13,BGC0000838
MAG08841_0005,5.1,['arylpolyene'],28895_74791,APE Vf,Other,15,BGC0000837
MAG08841_0005,5.1,['arylpolyene'],28895_74791,aryl polyenes,Other,16,BGC0002008
MAG08841_0005,5.1,['arylpolyene'],28895_74791,APE Ec,Other,10,BGC0000836
MAG08843_0014,14.1,['RRE-containing'],766_21158,,,,
MAG08844_0011,11.1,['ranthipeptide'],1_19760,,,,
MAG08845_0019,19.1,['arylpolyene'],1_18109,,,,
MAG08845_0093,93.1,['arylpolyene'],1_4409,APE Vf,Other,10,BGC0000837
MAG08845_0093,93.1,['arylpolyene'],1_4409,APE Ec,Other,10,BGC0000836
MAG08845_0093,93.1,['arylpolyene'],1_4409,aryl polyenes,Other,11,BGC0002008
MAG08846_0119,119.1,['RRE-containing'],1_6944,,,,
MAG08847_0003,3.1,['RaS-RiPP'],1_15950,,,,
MAG08848_0001,1.1,['lanthipeptide-class-ii'],93678_116383,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08848_0001,1.1,['lanthipeptide-class-ii'],93678_116383,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08848_0004,4.1,['RiPP-like'],4934_16196,,,,
MAG08849_0005,5.1,['NRPS-like'],6320_38797,,,,
MAG08849_0007,7.1,['T3PKS'],1_21288,,,,
MAG08852_0018,18.1,['lassopeptide'],10284_26000,,,,
MAG08853_0020,20.1,['ranthipeptide'],18142_28567,glucorhamnan,Saccharide,8,BGC0002302
MAG08853_0061,61.1,['ranthipeptide'],1_7396,,,,
MAG08854_0079,79.1,['ranthipeptide'],1_5764,,,,
MAG08854_0083,83.1,['ranthipeptide'],1_5680,,,,
MAG08855_0004,4.1,['lanthipeptide-class-ii'],1_16348,,,,
MAG08855_0006,6.1,['RiPP-like'],115778_127997,,,,
MAG08858_0003,3.1,['NRPS-like'],1_38296,,,,
MAG08858_0016,16.1,['T3PKS'],7063_37803,,,,
MAG08860_0002,2.1,['RiPP-like'],30339_42492,,,,
MAG08860_0008,8.1,['RiPP-like'],24242_38857,,,,
MAG08860_0016,16.1,['T3PKS'],14868_37382,,,,
MAG08861_0038,38.1,['ranthipeptide'],1_7931,,,,
MAG08861_0040,40.1,['ranthipeptide'],1_7664,,,,
MAG08862_0013,13.1,['ranthipeptide'],1_16284,,,,
MAG08862_0017,17.1,['LAP'],9106_24755,,,,
MAG08862_0046,46.1,['LAP'],1_10548,,,,
MAG08864_0008,8.1,['T3PKS'],1_28948,,,,
MAG08865_0198,198.1,['T3PKS'],1_2889,,,,
MAG08868_0099,99.1,['RRE-containing'],1_9274,,,,
MAG08869_0010,10.1,['ranthipeptide'],1_18336,,,,
MAG08870_0143,143.1,['resorcinol'],1_3156,,,,
MAG08873_0013,13.1,['T3PKS'],1_21426,,,,
MAG08874_0143,143.1,['RRE-containing'],1_4504,,,,
MAG08875_0087,87.1,['ranthipeptide'],1_3269,,,,
MAG08876_0012,12.1,['lanthipeptide-class-ii'],1_11197,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08876_0012,12.1,['lanthipeptide-class-ii'],1_11197,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08876_0012,12.1,['lanthipeptide-class-ii'],1_11197,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08876_0012,12.1,['lanthipeptide-class-ii'],1_11197,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08876_0012,12.1,['lanthipeptide-class-ii'],1_11197,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08877_0002,2.1,['lanthipeptide-class-ii'],139632_162337,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08877_0002,2.1,['lanthipeptide-class-ii'],139632_162337,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08877_0002,2.2,['RiPP-like'],139632_162337,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08877_0002,2.2,['RiPP-like'],139632_162337,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08878_0034,34.1,['RRE-containing'],732_17323,,,,
MAG08879_0031,31.1,['ranthipeptide'],1_6649,,,,
MAG08880_0006,6.1,['ranthipeptide'],18811_38957,,,,
MAG08881_0056,56.1,['resorcinol'],1_19201,,,,
MAG08881_0068,68.1,['RRE-containing'],1_12811,,,,
MAG08882_0015,15.1,['NRPS-like'],1_25648,,,,
MAG08882_0016,16.1,['lanthipeptide-class-iii'],6227_21318,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08882_0017,17.1,['T3PKS'],1_19962,,,,
MAG08883_0180,180.1,['ranthipeptide'],1_3073,,,,
MAG08884_0001,1.1,['NRPS-like'],49704_83155,,,,
MAG08884_0005,5.1,['T3PKS'],1_30004,,,,
MAG08886_0015,15.1,['RRE-containing'],1_12636,,,,
MAG08889_0004,4.1,['ranthipeptide'],19464_40864,,,,
MAG08890_0006,6.1,['ranthipeptide'],36679_56825,,,,
MAG08892_0004,4.1,['ranthipeptide'],21274_42674,,,,
MAG08894_0098,98.1,['RRE-containing'],1_6487,,,,
MAG08895_0040,40.1,['arylpolyene'],1_20604,flexirubin,Other,12,BGC0000839
MAG08895_0040,40.1,['arylpolyene'],1_20604,flexirubin,Polyketide,5,BGC0000838
MAG08895_0052,52.1,['RRE-containing'],1_12811,,,,
MAG08895_0077,77.1,['arylpolyene'],1_9430,flexirubin,Other,8,BGC0000839
MAG08895_0077,77.1,['arylpolyene'],1_9430,flexirubin,Polyketide,5,BGC0000838
MAG08897_0017,17.1,['ranthipeptide'],2846_19213,,,,
MAG08898_0035,35.1,['RRE-containing'],906_16090,,,,
MAG08899_0025,25.1,['lanthipeptide-class-ii'],1_11281,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08899_0025,25.1,['lanthipeptide-class-ii'],1_11281,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08899_0025,25.1,['lanthipeptide-class-ii'],1_11281,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08899_0025,25.1,['lanthipeptide-class-ii'],1_11281,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08899_0025,25.1,['lanthipeptide-class-ii'],1_11281,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08899_0028,28.1,['lanthipeptide-class-iii'],1_10547,,,,
MAG08900_0001,1.1,['RRE-containing'],72865_93254,,,,
MAG08901_0001,1.1,['NRPS-like'],66678_109137,,,,
MAG08901_0021,21.1,['lanthipeptide-class-iii'],1_15083,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08901_0029,29.1,['T3PKS'],1_13202,,,,
MAG08902_0028,28.1,['ranthipeptide'],1_10058,,,,
MAG08904_0001,1.1,['NRPS-like'],233850_275595,,,,
MAG08904_0007,7.1,['ranthipeptide'],47953_69359,,,,
MAG08904_0009,9.1,['RiPP-like'],1_8602,,,,
MAG08905_0001,1.1,['NRPS-like'],37834_80293,,,,
MAG08905_0020,20.1,['T3PKS'],1_21245,,,,
MAG08905_0034,34.1,['lanthipeptide-class-iii'],1_10607,,,,
MAG08906_0002,2.1,['RRE-containing'],44904_65293,,,,
MAG08906_0008,8.1,['resorcinol'],16681_57178,,,,
MAG08906_0010,10.1,['arylpolyene'],30908_76756,flexirubin,Other,28,BGC0000839
MAG08906_0010,10.1,['arylpolyene'],30908_76756,flexirubin,Polyketide,13,BGC0000838
MAG08906_0010,10.1,['arylpolyene'],30908_76756,APE Vf,Other,15,BGC0000837
MAG08906_0010,10.1,['arylpolyene'],30908_76756,aryl polyenes,Other,16,BGC0002008
MAG08906_0010,10.1,['arylpolyene'],30908_76756,APE Ec,Other,10,BGC0000836
MAG08908_0001,1.1,['ranthipeptide'],238489_258635,,,,
MAG08908_0003,3.1,['RaS-RiPP'],88811_114038,,,,
MAG08909_0021,21.1,['thiopeptide'],1_38579,,,,
MAG08909_0029,29.1,['RRE-containing'],19040_32763,,,,
MAG08909_0052,52.1,"['thiopeptide', 'LAP']",1_21502,,,,
MAG08911_0031,31.1,['lanthipeptide-class-ii'],1_11152,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08911_0031,31.1,['lanthipeptide-class-ii'],1_11152,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08911_0031,31.1,['lanthipeptide-class-ii'],1_11152,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08911_0031,31.1,['lanthipeptide-class-ii'],1_11152,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08911_0031,31.1,['lanthipeptide-class-ii'],1_11152,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08911_0034,34.1,['lanthipeptide-class-iii'],1_10545,,,,
MAG08912_0022,22.1,['ranthipeptide'],1_19925,,,,
MAG08914_0011,11.1,['ranthipeptide'],1_20948,,,,
MAG08915_0008,8.1,['ranthipeptide'],13543_34973,,,,
MAG08917_0006,6.1,['ranthipeptide'],13547_29928,,,,
MAG08918_0026,26.1,['ranthipeptide'],1014_21689,,,,
MAG08920_0038,38.1,['RRE-containing'],1272_17149,,,,
MAG08923_0038,38.1,['RiPP-like'],641_10769,,,,
MAG08923_0041,41.1,['RiPP-like'],7533_16493,gassericin T,RiPP,44,BGC0000619
MAG08923_0041,41.1,['RiPP-like'],7533_16493,gassericin-T,RiPP,44,BGC0001602
MAG08923_0041,41.1,['RiPP-like'],7533_16493,gassericin E,RiPP,44,BGC0001388
MAG08926_0011,11.1,['arylpolyene'],13305_44580,flexirubin,Other,24,BGC0000839
MAG08926_0011,11.1,['arylpolyene'],13305_44580,flexirubin,Polyketide,11,BGC0000838
MAG08926_0011,11.1,['arylpolyene'],13305_44580,APE Vf,Other,10,BGC0000837
MAG08926_0011,11.1,['arylpolyene'],13305_44580,aryl polyenes,Other,11,BGC0002008
MAG08928_0001,1.1,['NRPS-like'],365125_407584,,,,
MAG08928_0003,3.1,['lanthipeptide-class-iii'],140983_156045,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08928_0005,5.1,['T3PKS'],1_31125,,,,
MAG08930_0538,538.1,['ranthipeptide'],1_1038,,,,
MAG08931_0001,1.1,['RiPP-like'],15275_26456,,,,
MAG08931_0032,32.1,['lanthipeptide-class-iii'],1_10487,,,,
MAG08932_0007,7.1,['RiPP-like'],23595_39005,gassericin T,RiPP,44,BGC0000619
MAG08932_0007,7.1,['RiPP-like'],23595_39005,gassericin-T,RiPP,44,BGC0001602
MAG08932_0007,7.1,['RiPP-like'],23595_39005,gassericin E,RiPP,33,BGC0001388
MAG08932_0008,8.1,['RiPP-like'],1530_12465,,,,
MAG08932_0012,12.1,['RiPP-like'],1449_15348,,,,
MAG08932_0043,43.1,['LAP'],329_16738,listeriolysin S,RiPP:LAP,25,BGC0001171
MAG08933_0001,1.1,['RiPP-like'],2212_13393,,,,
MAG08933_0019,19.1,['lanthipeptide-class-ii'],1_11183,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08933_0019,19.1,['lanthipeptide-class-ii'],1_11183,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08933_0019,19.1,['lanthipeptide-class-ii'],1_11183,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08933_0019,19.1,['lanthipeptide-class-ii'],1_11183,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08933_0019,19.1,['lanthipeptide-class-ii'],1_11183,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08933_0020,20.1,['lanthipeptide-class-iii'],1_10626,,,,
MAG08936_0007,7.1,['ranthipeptide'],24802_45832,,,,
MAG08937_0163,163.1,['RiPP-like'],1_5161,,,,
MAG08937_0173,173.1,['RRE-containing'],1_4691,,,,
MAG08938_0032,32.1,['RRE-containing'],1_17252,,,,
MAG08939_0001,1.1,['ranthipeptide'],2100_23512,,,,
MAG08940_0110,110.1,['ranthipeptide'],1_4095,,,,
MAG08941_0002,2.1,['RRE-containing'],48244_68522,,,,
MAG08943_0021,21.1,['ranthipeptide'],1_12597,,,,
MAG08944_0020,20.1,['T3PKS'],1_26665,,,,
MAG08945_0001,1.1,['ranthipeptide'],51795_71941,,,,
MAG08945_0006,6.1,['RaS-RiPP'],88627_113852,,,,
MAG08950_0004,4.1,['T3PKS'],79512_120819,,,,
MAG08951_0001,1.1,['ranthipeptide'],1_20009,,,,
MAG08952_0001,1.1,['RiPP-like'],57676_68857,,,,
MAG08952_0004,4.1,['lanthipeptide-class-v'],1_23781,TP-1161,RiPP:Thiopeptide,8,BGC0000615
MAG08952_0004,4.1,['lanthipeptide-class-v'],1_23781,nosiheptide,RiPP:Thiopeptide,7,BGC0000610
MAG08952_0004,4.1,['lanthipeptide-class-v'],1_23781,alchivemycin A/alchivemycin B,Polyketide+NRP,11,BGC0002456
MAG08952_0004,4.1,['lanthipeptide-class-v'],1_23781,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,Polyketide,3,BGC0001759
MAG08953_0044,44.1,['ranthipeptide'],1_6182,,,,
MAG08953_0312,312.1,['LAP'],1_1724,,,,
MAG08954_0003,3.1,['RiPP-like'],57134_68315,,,,
MAG08954_0011,11.1,['lanthipeptide-class-iii'],1_10546,,,,
MAG08955_0002,2.1,['ranthipeptide'],128804_150459,,,,
MAG08955_0006,6.1,['RiPP-like'],111884_129585,,,,
MAG08958_0019,19.1,['arylpolyene'],3063_40398,flexirubin,Other,24,BGC0000839
MAG08958_0019,19.1,['arylpolyene'],3063_40398,flexirubin,Polyketide,11,BGC0000838
MAG08958_0019,19.1,['arylpolyene'],3063_40398,aryl polyenes,Other,16,BGC0002008
MAG08958_0019,19.1,['arylpolyene'],3063_40398,APE Vf,Other,10,BGC0000837
MAG08958_0031,31.1,['RRE-containing'],1_12895,,,,
MAG08959_0002,2.1,['T3PKS'],37064_78428,,,,
MAG08961_0019,19.1,['LAP'],1288_20951,,,,
MAG08961_0033,33.1,['lanthipeptide-class-ii'],1_11327,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08961_0033,33.1,['lanthipeptide-class-ii'],1_11327,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08961_0033,33.1,['lanthipeptide-class-ii'],1_11327,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08961_0033,33.1,['lanthipeptide-class-ii'],1_11327,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08961_0033,33.1,['lanthipeptide-class-ii'],1_11327,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08962_0001,1.1,['RiPP-like'],267324_279543,,,,
MAG08962_0021,21.1,['lanthipeptide-class-ii'],6943_23156,,,,
MAG08965_0135,135.1,['ranthipeptide'],1_3785,,,,
MAG08966_0001,1.1,['ranthipeptide'],242583_263026,,,,
MAG08967_0007,7.1,['lanthipeptide-class-iv'],2500_25067,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG08968_0003,3.1,['RiPP-like'],21014_31949,,,,
MAG08968_0012,12.1,['RiPP-like'],1_14814,gassericin T,RiPP,44,BGC0000619
MAG08968_0012,12.1,['RiPP-like'],1_14814,gassericin-T,RiPP,44,BGC0001602
MAG08968_0012,12.1,['RiPP-like'],1_14814,gassericin E,RiPP,33,BGC0001388
MAG08968_0014,14.1,['RiPP-like'],20579_34481,,,,
MAG08968_0066,66.1,['LAP'],1_14311,listeriolysin S,RiPP:LAP,25,BGC0001171
MAG08969_0005,5.1,['ranthipeptide'],1_19147,,,,
MAG08969_0020,20.1,['RiPP-like'],1_11255,,,,
MAG08971_0010,10.1,['T3PKS'],7633_32720,,,,
MAG08973_0016,16.1,['ranthipeptide'],1_13449,,,,
MAG08976_0026,26.1,['ranthipeptide'],1_13947,,,,
MAG08977_0014,14.1,['RRE-containing'],1_19534,,,,
MAG08977_0016,16.1,['arylpolyene'],1_39541,flexirubin,Other,24,BGC0000839
MAG08977_0016,16.1,['arylpolyene'],1_39541,flexirubin,Polyketide,11,BGC0000838
MAG08977_0016,16.1,['arylpolyene'],1_39541,APE Vf,Other,10,BGC0000837
MAG08977_0016,16.1,['arylpolyene'],1_39541,aryl polyenes,Other,11,BGC0002008
MAG08978_0003,3.1,['RiPP-like'],142277_157788,,,,
MAG08978_0004,4.1,['NRPS-like'],1_33036,,,,
MAG08978_0009,9.1,['ranthipeptide'],47356_68762,,,,
MAG08979_0049,49.1,['RRE-containing'],1_10356,,,,
MAG08981_0035,35.1,['RiPP-like'],1_8302,,,,
MAG08983_0015,15.1,['RaS-RiPP'],1_14991,,,,
MAG08983_0036,36.1,['ranthipeptide'],1_11310,,,,
MAG08988_0005,5.1,['RRE-containing'],2362_22751,,,,
MAG08988_0010,10.1,['arylpolyene'],1_25885,flexirubin,Other,16,BGC0000839
MAG08988_0010,10.1,['arylpolyene'],1_25885,flexirubin,Polyketide,8,BGC0000838
MAG08989_0010,10.1,['lanthipeptide-class-v'],1_23782,TP-1161,RiPP:Thiopeptide,8,BGC0000615
MAG08989_0010,10.1,['lanthipeptide-class-v'],1_23782,nosiheptide,RiPP:Thiopeptide,7,BGC0000610
MAG08989_0010,10.1,['lanthipeptide-class-v'],1_23782,alchivemycin A/alchivemycin B,Polyketide+NRP,11,BGC0002456
MAG08989_0010,10.1,['lanthipeptide-class-v'],1_23782,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,Polyketide,3,BGC0001759
MAG08989_0027,27.1,['lanthipeptide-class-ii'],1_11169,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG08989_0027,27.1,['lanthipeptide-class-ii'],1_11169,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG08989_0027,27.1,['lanthipeptide-class-ii'],1_11169,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG08989_0027,27.1,['lanthipeptide-class-ii'],1_11169,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG08989_0027,27.1,['lanthipeptide-class-ii'],1_11169,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG08989_0028,28.1,['lanthipeptide-class-iii'],1_10599,,,,
MAG08990_0011,11.1,['arylpolyene'],1_38048,flexirubin,Other,28,BGC0000839
MAG08990_0011,11.1,['arylpolyene'],1_38048,flexirubin,Polyketide,13,BGC0000838
MAG08990_0011,11.1,['arylpolyene'],1_38048,APE Vf,Other,15,BGC0000837
MAG08990_0011,11.1,['arylpolyene'],1_38048,aryl polyenes,Other,16,BGC0002008
MAG08990_0012,12.1,['RRE-containing'],17504_37893,,,,
MAG08991_0004,4.1,['NRPS-like'],1_24321,,,,
MAG08991_0030,30.1,['T3PKS'],1_12289,,,,
MAG08994_0039,39.1,['ranthipeptide'],1_11991,,,,
MAG08994_0049,49.1,['RiPP-like'],1642_10043,,,,
MAG08995_0011,11.1,['ranthipeptide'],41130_61411,,,,
MAG08996_0006,6.1,['RRE-containing'],16988_37257,,,,
MAG08997_0004,4.1,['ranthipeptide'],18788_38934,,,,
MAG08997_0013,13.1,['RaS-RiPP'],2115_27341,,,,
MAG08998_0001,1.1,['arylpolyene'],67334_116080,flexirubin,Other,28,BGC0000839
MAG08998_0001,1.1,['arylpolyene'],67334_116080,flexirubin,Polyketide,13,BGC0000838
MAG08998_0001,1.1,['arylpolyene'],67334_116080,APE Vf,Other,15,BGC0000837
MAG08998_0001,1.1,['arylpolyene'],67334_116080,aryl polyenes,Other,16,BGC0002008
MAG08998_0002,2.1,['RRE-containing'],13216_33605,,,,
MAG08998_0025,25.1,['resorcinol'],1_34864,,,,
MAG08998_0028,28.1,"['thiopeptide', 'LAP']",1_23529,,,,
MAG08999_0005,5.1,['ranthipeptide'],17382_39051,,,,
MAG09000_0006,6.1,['NRPS-like'],1_31999,,,,
MAG09000_0010,10.1,['T3PKS'],11411_41414,,,,
MAG09001_0048,48.1,['RRE-containing'],1_12328,,,,
MAG09002_0031,31.1,['T3PKS'],1_12206,,,,
MAG09005_0062,62.1,['ranthipeptide'],1_5606,,,,
MAG09007_0012,12.1,['lanthipeptide-class-iii'],1_10546,,,,
MAG09008_0076,76.1,['NRPS'],1_3011,,,,
MAG09009_0057,57.1,['RaS-RiPP'],1_9151,,,,
MAG09009_0085,85.1,['ranthipeptide'],1_6491,,,,
MAG09012_0011,11.1,['resorcinol'],21732_44452,,,,
MAG09012_0019,19.1,['RRE-containing'],19117_33317,,,,
MAG09012_0119,119.1,['resorcinol'],1_4889,,,,
